Persona_Id,Tipo_Persona_Id,Sucursal_Oficial,Zona_Oficial,Territorio_Oficial,Sexo,Estdo_Civil,Pais,Provincia,Profesion,LEGALES97,LEGALES98,LEGALES998,Convenio_Desc,Dependencia_Principal_Id,Categoria_Laboral,Dependencia_Desc,Ind_Vto_Min_Dia_Acred_Haberes,Ind_Vto_Max_Dia_Acred_Haberes,Renueva_Contrato,Segmento_Convenio_Id,Segmento_Convenio_Desc,Tipo_Convenio_Segmento_Id,Grupo_Segmento,Comportamiento_Credito_Id,Ultimo_Grupo_Segmento,Preembozo_VI,Preembozo_MA,Preembozo_AM,Producto_VI,Producto_MA,Producto_AM,Paquete_VI,Paquete_MA,Paquete_AM,Grupo_Afinidad_VI,Grupo_Afinidad_MA,Grupo_Afinidad_AM,Tipo_Pago_VI,Tipo_Pago_MA,Tipo_Pago__AM,Forma_Pago_VI,Forma_Pago_MA,Forma_Pago_AM,UPG_VISA_12,UPG_AMEX_12,UPG_MASTER_12,UPG_VISA_6,UPG_AMEX_6,UPG_MASTER_6,RUBRO_DE_MAYOR_CONS_TC,RUBRO_DE_MAYOR_CONS_TC_3,RUBRO_DE_MAYOR_CONS_TC_6,RUBRO_DE_MAYOR_CONS_TC_12,Ind_Precancelacion_PPE,CANCELA_PPE,Ind_Precancelacion_PHI,CANCELA_PHI,Fecha_Vto_PPR_Id,Ind_Precancelacion_PPR,CANCELA_PPR,PATAGONIA_ANTICIPO,UTILIZA_ADELANTO_CA,RUBRO_DE_MAYOR_CONS_TD,RUBRO_DE_MAYOR_CONS_TD_3,RUBRO_DE_MAYOR_CONS_TD_6,RUBRO_DE_MAYOR_CONS_TD_12,CARTERA,EXCLUSION,SEGMENTO,SCORECARD,Situacion_BCRA_Max_6_T,MODA_SIT_1,MODA_SIT_3,MODA_SIT_6,MODA_SIT_12,tend_monto_3_signo,tend_monto_6_signo,tend_monto_12_signo,tend_Q_3_s_signo,tend_Q_6_s_signo,tend_Q_12_s_signo,TIPO_CARTERA,VINCULACION,Status
CU 0800114518386,F,057-Pilar,Panamericana,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,INDUMENTARIA,TURISMO,TURISMO,TURISMO,,,,,,,,0.000000,0.000000,,,,,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114522732,F,110-Saenz Pena,NEA,-1.000000,F,S,ARGENTINA,SIN INFORMAR,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114527425,F,001-Areas Centrales,Sin Informar,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,1.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114530703,F,010-Casa Central,Microcentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,MINISTERIO INTERIOR,01,,DEPENDENCIA UNICA,N,N,N,WW,Organismos Publicos,ORG,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,CG,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114535177,F,280-Rio Cuarto,Córdoba,-1.000000,M,V,ARGENTINA,CORDOBA,OTROS,0.000000,0.000000,0.000000,FERROCARRIL GRAL BELGRANO,LABOULAYE,,LABOULAYE,S,N,-1,WW,Organismos Publicos,ORG,Público,,Privado,1,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago minimo,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,1.000000,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,PS,OK,Publico,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,1.000000
CU 0800114537040,F,223-Rio Gallegos,Austral,-1.000000,F,C,ARGENTINA,SANTA CRUZ,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,9973,-1,-1,Pago minimo,-1,-1,Pago minimo de cuenta corriente,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,TURISMO,,,,,,,,0.000000,0.000000,AUTOMOVIL,INDUMENTARIA,HOGAR_DECO,HOGAR_DECO,,OK,,NO CURRENT,,1,1,1,1,2,2,2,1,1,1,CG,CG,1.000000
CU 0800114545523,F,224-Catamarca,NOA,-1.000000,M,S,ARGENTINA,CATAMARCA,OTROS,0.000000,0.000000,0.000000,MUNICIP DE S F DEL V CATAMARCA,224,ADM,BANCO PATAGONIA - SUC. CATAMARCA,S,S,-1,WW,Organismos Publicos,ORG,Público,,Público,0,0,-1,VISA PLATINUM,MASTERCARD PLATINUM,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago minimo,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,D,I,U,D,I,U,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,INDUMENTARIA,SUPERMERCADOS,OTROS,OTROS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800114547353,F,348-Caseros,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114548189,F,333-Ramos Mejia,AMBA Oeste,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,-1,1,-1,-1,AMEX GOLD,-1,-1,No Aplica,  -1,-1,917,-1,-1,Pago total,-1,-1,Pago por ventanilla,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114550111,F,010-Casa Central,Microcentro,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,GV CONSIG DE HACIENDA Y PROD,01,CAPATAZ,SUCURSAL PANAMERICANA,S,N,-1,PY,Pyme,PYME,Privado,,Privado,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago minimo,Pago minimo,-1,Pago minimo de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,OTROS,PS,OK,Privado,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800114555051,F,029-Villa Urquiza,Macrocentro,-1.000000,F,S,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,029,,VILLA URQUIZA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800114562132,F,116-Olleros,Macrocentro,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ACREDITACIONES SIN CONVENIO,,,Sin Informar,S,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN PROD CRED,MA,CURRENT,,default,default,1,1,,,,,,,PS,PS,1.000000
CU 0800114563182,F,116-Olleros,Macrocentro,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114563934,F,133-Av.Entre Rios,Macrocentro,-1.000000,M,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114564343,F,304-Avenida de Mayo,Microcentro,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,REG NAC PERSONAS,01,01,CASA CENTRAL,N,N,N,WW,Organismos Publicos,ORG,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,,,,,CG,OK,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114565905,F,047-Haedo,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,9789,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,TURISMO,TURISMO,TURISMO,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114568044,F,228-Santa Rosa,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114569166,F,317-Calle Tucuman,Microcentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,1993,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114569221,F,022-Flores,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114570370,F,110-Saenz Pena,NEA,-1.000000,M,C,ARGENTINA,CHACO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114570397,F,022-Flores,Macrocentro,-1.000000,F,C,ARGENTINA,CHACO,OTROS,0.000000,0.000000,0.000000,SERV PENIT FED RETIRADOS Y PEN,RP,30C,DIRECION DE RETIROS Y PENSIONES,N,N,N,SW,Fuerzas de Seguridad,FFSS,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114571161,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,PZBU,AI,PREF Z.B.URUGUAY/0442-25503,S,S,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800114571350,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,PZBU,AP,PREF Z.B.URUGUAY/0442-25503,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,0,-1,VISA GOLD,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,OTROS,HOGAR_ELECTRO,SUPERMERCADOS,SUPERMERCADOS,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,SUPERMERCADOS,OTROS,OTROS,OTROS,CG,OK,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114571618,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114572240,F,210-San Juan,Cuyo,-1.000000,F,S,ARGENTINA,SAN JUAN,OTROS,0.000000,0.000000,0.000000,DELPHI PACKARD ARG SA TCA SA,1,OPERARIO,SAN JUAN,S,N,-1,GE,Grandes Empresas,GRAE,Privado,,Privado,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,U,I,I,U,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,,,,,,,,1.000000,0.000000,TURISMO,INDUMENTARIA,AUTOMOVIL,OTROS,PS,OK,Privado,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800114577293,F,208-Resistencia,NEA,-1.000000,M,S,ARGENTINA,CHACO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,No Informado,-1,Pago por ventanilla,Por ventanilla,-1,U,I,I,U,I,I,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114577476,F,353-Reconquista,NEA,-1.000000,M,S,ARGENTINA,FORMOSA,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114577663,F,017-Palermo,Macrocentro,-1.000000,F,V,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,HOGAR_DECO,HOGAR_ELECTRO,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114577764,F,283-Tandil,Buenos Aires Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,QUIMICA ESSIG SRL,01,VENTAS,QUIMICA ESSIG SRL,S,N,-1,PY,Pyme,PYME,Privado,,Privado,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,OTROS,SUPERMERCADOS,,,,,,,,1.000000,1.000000,OTROS,OTROS,OTROS,OTROS,PS,OK,Privado,CURRENT,,1,1,1,1,,,,,,,PS,PS,1.000000
CU 0800114584308,F,044-Villa Ballester,AMBA Oeste,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114593977,F,043-Tigre,Panamericana,-1.000000,M,C,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,925000-CONC,AI,PREF. CONCORDIA,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800114596520,F,377-Chacarita,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,QUAIS S A,377,E,CHACARITA,S,N,-1,PY,Pyme,PYME,Privado,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Privado,CURRENT,,1,1,1,1,,,,,,,PS,PS,1.000000
CU 0800114598503,F,253-Villa Regina,Alto Valle,-1.000000,M,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800114610285,F,010-Casa Central,Microcentro,-1.000000,M,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,40,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,SUPERMERCADOS,OTROS,OTROS,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114610734,F,133-Av.Entre Rios,Macrocentro,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114611480,F,329-Panamericana,Panamericana,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114615227,F,048-Lomas de Zamora,AMBA Sur,-1.000000,M,D,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114620741,F,145-San Martin,AMBA Oeste,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,FERROCARRIL GRAL BELGRANO,06,,ALIANZA,S,N,-1,WW,Organismos Publicos,ORG,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,U,I,I,U,I,I,INDUMENTARIA,HOGAR_ELECTRO,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,1.000000,0.000000,,,,,PS,OK,Publico,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800114627357,F,145-San Martin,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,UNIVERSIDAD NAC GRAL SAN M,32-99,ADJUNTO,INST. DE INV. BIOTECNOLOGICAS - DIRECCIO,N,N,N,UW,Universidades,UNI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,,,,1,,,,,,,CG,CG,0.000000
CU 0800114629708,F,283-Tandil,Buenos Aires Sur,-1.000000,M,S,ARGENTINA,SIN INFORMAR,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,1,1,,,,,,,CG,CG,0.000000
CU 0800114631762,F,080-Rosario,Rosario,-1.000000,M,S,ARGENTINA,SIN INFORMAR,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114634527,F,360-Orono,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,VICT,AI,DREF VICTORIA/0436-21487,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,0,-1,VISA GOLD,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,I,-1,-1,-1,-1,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,,,,,CG,OK,MA,NO CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800114634742,F,203-Santa Fe,Rosario,-1.000000,M,S,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,EJERCITO ARGENTINO,U2320,01,B ING ANF 121,N,N,N,-1,Sin Informar,-1,Sin Informar,A,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN UTILIZACION,MA,CURRENT,,default,default,default,5,,,,,,,CG,CG,1.000000
