Sucursal_Oficial,Sueldo_Normalizado
"147-Cabildo",7055
"147-Cabildo",7483
"218-Corrientes",11474
"200-Congreso",10110
"345-Adrogue",6692
"355-C. de las Rosas",5000
"147-Cabildo",9318
"070-Cordoba",16106
"080-Rosario",4243
"212-Neuquen",13249
"027-Av. San Juan",4720
"160-Lavalle",17462
"147-Cabildo",4843
"351-M del Plata-Luro",28987
"281-Rio Grande",5504
"070-Cordoba",15542
"147-Cabildo",3104
"070-Cordoba",12753
"147-Cabildo",6687
"200-Congreso",9919
"205-Mar del Plata",7611
"339-Tortuguitas",8131
"147-Cabildo",10796
"329-Panamericana",24917
"147-Cabildo",500
"381-Jose C. Paz",7724
"070-Cordoba",13580
"060-Mendoza",35000
"366-Coronel Suarez",9931
"147-Cabildo",9888
"218-Corrientes",12700
"147-Cabildo",10417
"051-Escobar",7966
"147-Cabildo",10767
"147-Cabildo",8207
"378-Junin",9035
"147-Cabildo",10326
"200-Congreso",12034
"070-Cordoba",11957
"203-Santa Fe",15148
"147-Cabildo",11904
"212-Neuquen",12554
"147-Cabildo",6351
"147-Cabildo",10618
"147-Cabildo",500
"147-Cabildo",10210
"070-Cordoba",8750
"070-Cordoba",13430
"346-Salta Sur",24040
"027-Av. San Juan",9990
"147-Cabildo",3137
"147-Cabildo",9581
"147-Cabildo",7230
"147-Cabildo",9362
"147-Cabildo",7203
"160-Lavalle",14373
"147-Cabildo",9139
"200-Congreso",10847
"147-Cabildo",6587
"042-San Justo",5690
"147-Cabildo",12216
"147-Cabildo",9810
"147-Cabildo",1980
"147-Cabildo",10968
"044-Villa Ballester",2450
"147-Cabildo",6648
"022-Flores",15933
"251-Cipolletti",55
"251-Cipolletti",13152
"147-Cabildo",500
"147-Cabildo",9896
"147-Cabildo",8051
"212-Neuquen",19283
"147-Cabildo",9336
"147-Cabildo",8728
"147-Cabildo",11033
"147-Cabildo",4429
"147-Cabildo",7398
"147-Cabildo",19205
"051-Escobar",6581
"024-P. Centenario",5160
"147-Cabildo",9481
"351-M del Plata-Luro",8247
"351-M del Plata-Luro",22971
"080-Rosario",13822
"351-M del Plata-Luro",6566
"351-M del Plata-Luro",6806
"351-M del Plata-Luro",12526
"351-M del Plata-Luro",8438
"351-M del Plata-Luro",17432
"070-Cordoba",49520
"329-Panamericana",24946
"200-Congreso",40009
"144-Martinez",20000
"255-Bariloche",21810
"281-Rio Grande",22118
"337-Tribunales",50360
"147-Cabildo",13041
"106-Botanico",14427
"147-Cabildo",16700
"223-Rio Gallegos",23795
"147-Cabildo",16704
"220-Gral. Roca",45170
"301-Neuquen Sur",23282
"304-Avenida de Mayo",15756
"147-Cabildo",15472
"317-Calle Tucuman",25665
"147-Cabildo",13817
"147-Cabildo",18620
"255-Bariloche",75859
"264-Choele Choel",19295
"220-Gral. Roca",19139
"220-Gral. Roca",50306
"301-Neuquen Sur",41207
"255-Bariloche",26376
"264-Choele Choel",6565
"010-Casa Central",26178
"142-Lanus Oeste",21343
"273-V. La Angostura",19543
"212-Neuquen",17194
"376-Dep.Bridgestone Argentina",39531
"220-Gral. Roca",42721
"070-Cordoba",61536
"212-Neuquen",28607
"317-Calle Tucuman",7393
"264-Choele Choel",18635
"317-Calle Tucuman",28939
"147-Cabildo",16845
"251-Cipolletti",27571
"147-Cabildo",10443
"133-Av.Entre Rios",13219
"261-Ing. Jacobacci",28138
"281-Rio Grande",12357
"027-Av. San Juan",30836
"316-Belgrano",27922
"251-Cipolletti",20441
"281-Rio Grande",40338
"251-Cipolletti",31775
"053-Bahia Blanca",24453
"301-Neuquen Sur",35371
"131-Quilmes",31118
"288-Puerto Madryn",15622
"147-Cabildo",33741
"273-V. La Angostura",39742
"044-Villa Ballester",16718
"301-Neuquen Sur",37941
"212-Neuquen",46346
"299-Viedma Centro",20521
"303-Cipolletti Esmeralda",13751
"312-Avenida Callao",19556
"103-Boedo",22241
"316-Belgrano",39092
"017-Palermo",9504
"211-Tucuman",12631
"281-Rio Grande",20984
"024-P. Centenario",12671
"115-Paseo Colon",18336
"147-Cabildo",13110
"147-Cabildo",11990
"107-Villa Devoto",13651
"369-Pilar Industrial",72267
"274-SM.de los Andes",34240
"383-Alto Bariloche",8439
"200-Congreso",6083
"295-Moreno",33794
"278-Roca Centro",23361
"267-Puerto Deseado",24240
"147-Cabildo",17718
"383-Alto Bariloche",8439
"223-Rio Gallegos",33804
"022-Flores",14090
"274-SM.de los Andes",13445
"329-Panamericana",22429
"040-Monte Grande",21269
"256-Cinco Saltos",18179
"251-Cipolletti",12897
"257-Catriel",42351
"265-Allen",16898
"212-Neuquen",30003
"335-Cerrito",8555
"105-Tapiales",1542
"147-Cabildo",15594
"103-Boedo",35597
"042-San Justo",31535
"080-Rosario",12276
"147-Cabildo",16538
"381-Jose C. Paz",9902
"080-Rosario",6689
"105-Tapiales",18799
"145-San Martin",14859
"147-Cabildo",19033
"251-Cipolletti",10925
"147-Cabildo",13927
"104-Mataderos",53249
"337-Tribunales",2272
"041-Munro",32374
"383-Alto Bariloche",31305
"147-Cabildo",17901
"107-Villa Devoto",10833
"147-Cabildo",16702
"255-Bariloche",37649
"147-Cabildo",10831
"147-Cabildo",16687
"030-Libertador",8891
"305-Corrientes 3 de Abril",125990
"147-Cabildo",10121
"230-Ushuaia",18230
"044-Villa Ballester",29796
"147-Cabildo",4040
"147-Cabildo",21563
"317-Calle Tucuman",13839
"147-Cabildo",7781
"147-Cabildo",5599
"070-Cordoba",18368
"147-Cabildo",23392
"024-P. Centenario",8977
"147-Cabildo",10492
"298-Ezeiza",30000
"267-Puerto Deseado",17240
"147-Cabildo",15699
"024-P. Centenario",43367
"147-Cabildo",14319
"147-Cabildo",17529
"027-Av. San Juan",7468
"200-Congreso",8672
"147-Cabildo",14207
"147-Cabildo",20411
"070-Cordoba",21523
"363-PLOTTIER",15000
"317-Calle Tucuman",5766
"147-Cabildo",7370
"147-Cabildo",11081
"147-Cabildo",15528
"335-Cerrito",24500
"040-Monte Grande",13979
"200-Congreso",60138
"147-Cabildo",5240
"024-P. Centenario",12048
"220-Gral. Roca",9461
"147-Cabildo",14947
"272-Caleta Olivia",15152
"230-Ushuaia",6426
"147-Cabildo",18792
"200-Congreso",6711
"147-Cabildo",9302
"147-Cabildo",12205
"147-Cabildo",12511
"147-Cabildo",12501
"147-Cabildo",15175
"147-Cabildo",12796
"316-Belgrano",7418
"116-Olleros",16321
"230-Ushuaia",15604
"146-Clinicas",16658
"147-Cabildo",10797
"308-Suc. La Plata - Calle 44",2117
"147-Cabildo",15873
"147-Cabildo",11094
"024-P. Centenario",19913
"212-Neuquen",15577
"147-Cabildo",13338
"147-Cabildo",8946
"361-Carmen de Patagones",18481
"147-Cabildo",7620
"147-Cabildo",16638
"255-Bariloche",9650
"022-Flores",10137
"147-Cabildo",4224
"133-Av.Entre Rios",25028
"070-Cordoba",35607
"043-Tigre",25600
"060-Mendoza",4462
"070-Cordoba",16517
"200-Congreso",9070
"147-Cabildo",23072
"001-Areas Centrales",12482
"255-Bariloche",1342
"220-Gral. Roca",20100
"029-Villa Urquiza",12244
"070-Cordoba",16987
"316-Belgrano",51578
"147-Cabildo",11201
"208-Resistencia",13502
"147-Cabildo",10609
"070-Cordoba",15107
"106-Botanico",28182
"147-Cabildo",10436
"366-Coronel Suarez",49346
"147-Cabildo",9051
"027-Av. San Juan",8875
"147-Cabildo",16938
"080-Rosario",8782
"104-Mataderos",18776
"143-San Miguel",29204
"080-Rosario",5373
"143-San Miguel",19468
"143-San Miguel",32209
"316-Belgrano",492
"358-Puerto Madero",21244
"227-Jujuy",25614
"080-Rosario",6454
"080-Rosario",10992
"218-Corrientes",11385
"302-Vicente López",24802
"143-San Miguel",24082
"143-San Miguel",32459
"010-Casa Central",6563
"080-Rosario",6514
"143-San Miguel",23776
"143-San Miguel",14916
"080-Rosario",5628
"046-Avellaneda",27089
"080-Rosario",4261
"143-San Miguel",29140
"080-Rosario",8644
"080-Rosario",8970
"070-Cordoba",19030
"160-Lavalle",16199
"080-Rosario",7227
"010-Casa Central",13729
"104-Mataderos",40717
"131-Quilmes",19159
"359-Trenque Lauquen",0
"080-Rosario",11365
"147-Cabildo",11250
"200-Congreso",43754
"143-San Miguel",27353
"080-Rosario",10134
"147-Cabildo",26759
"047-Haedo",5228
"128-Moron",27870
"214-Posadas",6623
"049-Dardo Rocha",18695
"143-San Miguel",19178
"305-Corrientes 3 de Abril",5132
"010-Casa Central",50226
"383-Alto Bariloche",47605
"236-Liniers",28638
"160-Lavalle",64139
"302-Vicente López",46254
"080-Rosario",6964
"043-Tigre",19813
"306-Concepcion del Uruguay",27893
"205-Mar del Plata",14493
"160-Lavalle",27041
"043-Tigre",32072
"303-Cipolletti Esmeralda",16616
"131-Quilmes",26016
"265-Allen",6203
"080-Rosario",4326
"143-San Miguel",19468
"160-Lavalle",28885
"080-Rosario",11365
"163-Zarate",47587
"143-San Miguel",25012
"357-Tres Arroyos",7445
"214-Posadas",7650
"333-Ramos Mejia",51173
"080-Rosario",12214
"145-San Martin",24559
"106-Botanico",53328
"106-Botanico",31673
"310-Suc. Catalinas",56277
"357-Tres Arroyos",500
"160-Lavalle",42091
"160-Lavalle",71295
"255-Bariloche",2109
"115-Paseo Colon",28333
"253-Villa Regina",27731
"217-Cdoro Rivadavia",24258
"309-Suc. Paso de los Libres",11080
"250-Viedma",1662
"299-Viedma Centro",1604
"080-Rosario",8165
"147-Cabildo",8523
"080-Rosario",2438
"080-Rosario",6585
"326-San Isidro",22490
"306-Concepcion del Uruguay",16128
"143-San Miguel",26306
"112-Alvarez Jonte",25400
"049-Dardo Rocha",33825
"112-Alvarez Jonte",44797
"285-Formosa",18688
"218-Corrientes",21127
"131-Quilmes",23601
"024-P. Centenario",32862
"250-Viedma",6438
"116-Olleros",53838
"080-Rosario",11487
"306-Concepcion del Uruguay",22736
"292-Bariloche Onelli",14044
"324-Calle Florida",48181
"229-Trelew",13805
"131-Quilmes",35570
"264-Choele Choel",1905
"080-Rosario",11365
"080-Rosario",10199
"080-Rosario",11187
"080-Rosario",10126
"080-Rosario",11543
"080-Rosario",6016
"080-Rosario",11755
"080-Rosario",5754
"080-Rosario",2841
"080-Rosario",5781
"080-Rosario",14688
"080-Rosario",5618
"080-Rosario",8523
"080-Rosario",11365
"080-Rosario",5083
"080-Rosario",8831
"080-Rosario",12649
"302-Vicente López",8538
"133-Av.Entre Rios",24418
"080-Rosario",11365
"163-Zarate",21104
"379-San Lorenzo",3664
"115-Paseo Colon",43039
"234-Lanus Este",8757
"220-Gral. Roca",13210
"080-Rosario",9218
"080-Rosario",6905
"360-Orono",11856
"221-La Rioja",69232
"302-Vicente López",13565
"080-Rosario",11477
"070-Cordoba",25372
"257-Catriel",43399
"043-Tigre",27179
"010-Casa Central",94020
"070-Cordoba",15582
"163-Zarate",31764
"286-Villa Mercedes",8555
"029-Villa Urquiza",41873
"212-Neuquen",78908
"315-Barracas",5398
"060-Mendoza",1759
"251-Cipolletti",31865
"160-Lavalle",39898
"214-Posadas",43326
"230-Ushuaia",30113
"305-Corrientes 3 de Abril",17315
"043-Tigre",22291
"048-Lomas de Zamora",24763
"128-Moron",25211
"225-San Luis",26165
"053-Bahia Blanca",16788
"302-Vicente López",35225
"217-Cdoro Rivadavia",27978
"100-Microcentro",8350
"010-Casa Central",11816
"133-Av.Entre Rios",25268
"053-Bahia Blanca",30547
"160-Lavalle",27917
"143-San Miguel",6137
"217-Cdoro Rivadavia",41627
"070-Cordoba",45457
"285-Formosa",38436
"070-Cordoba",11500
"056-Pueyrredon",13364
"070-Cordoba",11500
"312-Avenida Callao",50870
"221-La Rioja",2255
"221-La Rioja",826
"212-Neuquen",31502
"250-Viedma",5151
"312-Avenida Callao",16023
"024-P. Centenario",7581
"227-Jujuy",33370
"339-Tortuguitas",25398
"250-Viedma",162777
"080-Rosario",11365
"053-Bahia Blanca",13690
"326-San Isidro",119660
"080-Rosario",7607
"022-Flores",12500
"144-Martinez",18642
"299-Viedma Centro",21310
"253-Villa Regina",40642
"220-Gral. Roca",16690
"128-Moron",126113
"060-Mendoza",36957
"335-Cerrito",18322
"280-Rio Cuarto",749
"143-San Miguel",21010
"211-Tucuman",32979
"373-Gualeguaychu",22154
"145-San Martin",45088
"286-Villa Mercedes",35325
"303-Cipolletti Esmeralda",46440
"250-Viedma",13475
"317-Calle Tucuman",44310
"284-Sgo del Estero",895
"373-Gualeguaychu",8330
"080-Rosario",7196
"049-Dardo Rocha",8340
"284-Sgo del Estero",895
"337-Tribunales",41539
"027-Av. San Juan",31248
"017-Palermo",65913
"103-Boedo",54691
"116-Olleros",56800
"299-Viedma Centro",51690
"256-Cinco Saltos",27976
"103-Boedo",45800
"080-Rosario",28508
"253-Villa Regina",53134
"251-Cipolletti",59517
"010-Casa Central",124527
"316-Belgrano",89456
"326-San Isidro",47766
"228-Santa Rosa",21310
"251-Cipolletti",33792
"143-San Miguel",24161
"116-Olleros",13500
"355-C. de las Rosas",41641
"253-Villa Regina",35295
"253-Villa Regina",14433
"315-Barracas",45640
"250-Viedma",33549
"080-Rosario",46412
"043-Tigre",27556
"026-Villa Luro",33518
"060-Mendoza",33304
"147-Cabildo",19332
"367-Lamarque",36574
"264-Choele Choel",80670
"381-Jose C. Paz",13627
"348-Caseros",16744
"286-Villa Mercedes",33481
"299-Viedma Centro",34347
"080-Rosario",5697
"053-Bahia Blanca",47941
"227-Jujuy",18348
"225-San Luis",7396
"221-La Rioja",45850
"294-Sierra Grande",14087
"115-Paseo Colon",24503
"080-Rosario",9784
"236-Liniers",21189
"265-Allen",50931
"255-Bariloche",11195
"046-Avellaneda",27570
"205-Mar del Plata",12000
"256-Cinco Saltos",33450
"080-Rosario",6823
"299-Viedma Centro",23538
"057-Pilar",23499
"250-Viedma",6717
"292-Bariloche Onelli",32679
"292-Bariloche Onelli",28489
"286-Villa Mercedes",33481
"234-Lanus Este",17372
"298-Ezeiza",27045
"080-Rosario",9131
"252-S. Antonio Oeste",44907
"251-Cipolletti",15023
"278-Roca Centro",82440
"280-Rio Cuarto",44047
"147-Cabildo",13764
"223-Rio Gallegos",25380
"010-Casa Central",14624
"160-Lavalle",29466
"049-Dardo Rocha",44692
"255-Bariloche",32289
"255-Bariloche",33537
"116-Olleros",37724
"299-Viedma Centro",36809
"147-Cabildo",19342
"080-Rosario",4256
"359-Trenque Lauquen",1
"251-Cipolletti",24008
"250-Viedma",58856
"361-Carmen de Patagones",33245
"255-Bariloche",19254
"207-Parana",11556
"303-Cipolletti Esmeralda",25878
"348-Caseros",24671
"045-San Nicolas",35601
"309-Suc. Paso de los Libres",17695
"020-Abasto",15019
"258-Río Colorado",19098
"255-Bariloche",40028
"115-Paseo Colon",56943
"305-Corrientes 3 de Abril",69911
"100-Microcentro",17731
"070-Cordoba",16559
"223-Rio Gallegos",23396
"160-Lavalle",30175
"250-Viedma",68431
"326-San Isidro",45675
"116-Olleros",37905
"010-Casa Central",32851
"339-Tortuguitas",29109
"337-Tribunales",3406
"001-Areas Centrales",9829
"221-La Rioja",24969
"253-Villa Regina",79513
"294-Sierra Grande",19239
"205-Mar del Plata",8000
"147-Cabildo",12000
"010-Casa Central",34715
"310-Suc. Catalinas",58189
"281-Rio Grande",35278
"030-Libertador",4488
"292-Bariloche Onelli",14054
"024-P. Centenario",1289
"369-Pilar Industrial",14653
"250-Viedma",1111
"283-Tandil",41525
"250-Viedma",82478
"220-Gral. Roca",23667
"080-Rosario",17035
"296-Rosario Sur",4530
"360-Orono",1883
"292-Bariloche Onelli",57216
"160-Lavalle",11528
"383-Alto Bariloche",14990
"258-Río Colorado",13204
"251-Cipolletti",60107
"147-Cabildo",20109
"303-Cipolletti Esmeralda",41796
"278-Roca Centro",68230
"106-Botanico",21690
"080-Rosario",8523
"207-Parana",15317
"056-Pueyrredon",32757
"131-Quilmes",38290
"080-Rosario",2643
"255-Bariloche",11180
"250-Viedma",11365
"250-Viedma",12707
"296-Rosario Sur",31726
"360-Orono",26400
"250-Viedma",33744
"043-Tigre",29736
"310-Suc. Catalinas",51850
"294-Sierra Grande",41916
"359-Trenque Lauquen",1
"299-Viedma Centro",39630
"251-Cipolletti",21522
"290-Mar del Plata Pu",22988
"309-Suc. Paso de los Libres",6725
"256-Cinco Saltos",12745
"355-C. de las Rosas",8311
"018-Beiro",17293
"070-Cordoba",46183
"292-Bariloche Onelli",11270
"261-Ing. Jacobacci",22611
"255-Bariloche",80247
"053-Bahia Blanca",40517
"220-Gral. Roca",9613
"355-C. de las Rosas",30222
"119-Once",93102
"119-Once",36827
"256-Cinco Saltos",62243
"381-Jose C. Paz",36782
"256-Cinco Saltos",68897
"200-Congreso",31351
"029-Villa Urquiza",3496
"250-Viedma",51878
"285-Formosa",11262
"253-Villa Regina",27813
"253-Villa Regina",61702
"303-Cipolletti Esmeralda",43308
"296-Rosario Sur",27396
"020-Abasto",16439
"253-Villa Regina",1139
"221-La Rioja",3069
"236-Liniers",42077
"049-Dardo Rocha",26886
"250-Viedma",46366
"225-San Luis",16166
"225-San Luis",26314
"147-Cabildo",23961
"259-General Conesa",33093
"278-Roca Centro",69695
"701-ALTA RENTA PERON",253769
"278-Roca Centro",28661
"223-Rio Gallegos",41637
"323-Barrio Norte",17625
"257-Catriel",70798
"257-Catriel",28793
"230-Ushuaia",25919
"205-Mar del Plata",32924
"047-Haedo",56881
"080-Rosario",4081
"252-S. Antonio Oeste",35657
"250-Viedma",56238
"264-Choele Choel",29986
"256-Cinco Saltos",25533
"376-Dep.Bridgestone Argentina",11683
"200-Congreso",27477
"272-Caleta Olivia",94810
"080-Rosario",6286
"253-Villa Regina",41324
"220-Gral. Roca",47546
"299-Viedma Centro",34630
"701-ALTA RENTA PERON",4000
"046-Avellaneda",42193
"017-Palermo",24911
"147-Cabildo",19363
"292-Bariloche Onelli",11939
"323-Barrio Norte",115176
"221-La Rioja",21372
"282-Av. Fuerza Aerea",16318
"133-Av.Entre Rios",18340
"294-Sierra Grande",17466
"383-Alto Bariloche",10107
"080-Rosario",6382
"264-Choele Choel",18630
"200-Congreso",36922
"147-Cabildo",15610
"303-Cipolletti Esmeralda",9512
"256-Cinco Saltos",24382
"303-Cipolletti Esmeralda",16203
"220-Gral. Roca",10289
"220-Gral. Roca",31445
"221-La Rioja",33338
"147-Cabildo",7506
"294-Sierra Grande",56993
"043-Tigre",38592
"263-El Bolsón",44120
"278-Roca Centro",19569
"147-Cabildo",16938
"278-Roca Centro",68155
"255-Bariloche",63715
"044-Villa Ballester",23777
"273-V. La Angostura",39770
"292-Bariloche Onelli",30227
"344-Berazategui",9150
"255-Bariloche",26326
"256-Cinco Saltos",68901
"253-Villa Regina",78025
"253-Villa Regina",24579
"070-Cordoba",19202
"253-Villa Regina",39712
"256-Cinco Saltos",11877
"264-Choele Choel",31921
"060-Mendoza",25596
"029-Villa Urquiza",38989
"312-Avenida Callao",16806
"265-Allen",56707
"292-Bariloche Onelli",11134
"200-Congreso",55225
"256-Cinco Saltos",15189
"221-La Rioja",4484
"250-Viedma",43295
"299-Viedma Centro",38585
"299-Viedma Centro",19066
"221-La Rioja",30324
"263-El Bolsón",18283
"047-Haedo",26341
"311-Almagro",18371
"131-Quilmes",9904
"264-Choele Choel",38366
"292-Bariloche Onelli",42695
"264-Choele Choel",3264
"047-Haedo",41591
"252-S. Antonio Oeste",36707
"230-Ushuaia",36753
"287-Punta Alta",23200
"252-S. Antonio Oeste",24182
"203-Santa Fe",4688
"292-Bariloche Onelli",68059
"257-Catriel",63494
"207-Parana",32860
"253-Villa Regina",120048
"010-Casa Central",7875
"251-Cipolletti",12295
"227-Jujuy",15688
"146-Clinicas",17771
"312-Avenida Callao",50954
"250-Viedma",84480
"045-San Nicolas",25228
"250-Viedma",27873
"224-Catamarca",13039
"290-Mar del Plata Pu",16046
"220-Gral. Roca",48782
"220-Gral. Roca",12854
"253-Villa Regina",19243
"292-Bariloche Onelli",31250
"024-P. Centenario",26508
"250-Viedma",23741
"257-Catriel",39347
"304-Avenida de Mayo",30000
"259-General Conesa",29887
"297-Comodoro Industrial",73609
"046-Avellaneda",18753
"043-Tigre",25758
"252-S. Antonio Oeste",48420
"117-Malabia",1421
"308-Suc. La Plata - Calle 44",18562
"044-Villa Ballester",18624
"251-Cipolletti",29477
"292-Bariloche Onelli",21577
"250-Viedma",61833
"133-Av.Entre Rios",14697
"311-Almagro",14140
"258-Río Colorado",20738
"160-Lavalle",7510
"207-Parana",30363
"207-Parana",28999
"341-Villa María",15833
"278-Roca Centro",11025
"220-Gral. Roca",36799
"265-Allen",17765
"251-Cipolletti",14736
"220-Gral. Roca",48270
"223-Rio Gallegos",23444
"280-Rio Cuarto",43334
"261-Ing. Jacobacci",71428
"250-Viedma",42756
"261-Ing. Jacobacci",21876
"345-Adrogue",23260
"263-El Bolsón",32879
"278-Roca Centro",35644
"278-Roca Centro",24980
"261-Ing. Jacobacci",35833
"221-La Rioja",10447
"381-Jose C. Paz",46189
"376-Dep.Bridgestone Argentina",28963
"297-Comodoro Industrial",34860
"263-El Bolsón",31293
"307-Ferreyra",21787
"250-Viedma",5223
"250-Viedma",28437
"250-Viedma",33369
"250-Viedma",13106
"329-Panamericana",50723
"292-Bariloche Onelli",46866
"317-Calle Tucuman",32253
"250-Viedma",30860
"265-Allen",38420
"251-Cipolletti",58103
"115-Paseo Colon",39163
"252-S. Antonio Oeste",20547
"217-Cdoro Rivadavia",56552
"024-P. Centenario",1430
"250-Viedma",17519
"253-Villa Regina",4439
"264-Choele Choel",27272
"290-Mar del Plata Pu",59067
"048-Lomas de Zamora",24866
"200-Congreso",32637
"250-Viedma",19090
"252-S. Antonio Oeste",28079
"220-Gral. Roca",23682
"259-General Conesa",33946
"267-Puerto Deseado",60286
"292-Bariloche Onelli",40395
"311-Almagro",4054
"256-Cinco Saltos",27634
"292-Bariloche Onelli",32271
"292-Bariloche Onelli",37662
"309-Suc. Paso de los Libres",13257
"250-Viedma",21368
"070-Cordoba",5689
"070-Cordoba",8000
"253-Villa Regina",45166
"252-S. Antonio Oeste",13891
"301-Neuquen Sur",20165
"255-Bariloche",33572
"221-La Rioja",1957
"283-Tandil",44059
"278-Roca Centro",73998
"252-S. Antonio Oeste",2711
"299-Viedma Centro",25090
"210-San Juan",22214
"100-Microcentro",32295
"224-Catamarca",19095
"256-Cinco Saltos",43196
"345-Adrogue",31027
"315-Barracas",17819
"147-Cabildo",35499
"265-Allen",29110
"020-Abasto",75387
"024-P. Centenario",30746
"299-Viedma Centro",20701
"229-Trelew",14610
"294-Sierra Grande",81373
"311-Almagro",14834
"070-Cordoba",8000
"365-San Francisco",3537
"163-Zarate",19307
"257-Catriel",26011
"299-Viedma Centro",16033
"263-El Bolsón",34060
"301-Neuquen Sur",3000
"212-Neuquen",35966
"265-Allen",18094
"251-Cipolletti",42938
"253-Villa Regina",35715
"250-Viedma",28121
"299-Viedma Centro",23058
"258-Río Colorado",37878
"251-Cipolletti",34106
"309-Suc. Paso de los Libres",5617
"252-S. Antonio Oeste",32380
"301-Neuquen Sur",19883
"070-Cordoba",41465
"257-Catriel",92484
"267-Puerto Deseado",52231
"351-M del Plata-Luro",28245
"299-Viedma Centro",11367
"264-Choele Choel",26680
"107-Villa Devoto",167364
"250-Viedma",29673
"250-Viedma",14567
"250-Viedma",66712
"250-Viedma",44905
"053-Bahia Blanca",41627
"160-Lavalle",39277
"250-Viedma",42067
"256-Cinco Saltos",38113
"259-General Conesa",43305
"259-General Conesa",33666
"259-General Conesa",6909
"252-S. Antonio Oeste",25565
"223-Rio Gallegos",29221
"316-Belgrano",71879
"144-Martinez",16919
"357-Tres Arroyos",24438
"253-Villa Regina",33949
"296-Rosario Sur",12894
"252-S. Antonio Oeste",41446
"329-Panamericana",124693
"070-Cordoba",39389
"022-Flores",15000
"351-M del Plata-Luro",50
"250-Viedma",14747
"010-Casa Central",29535
"160-Lavalle",15000
"326-San Isidro",172820
"043-Tigre",17566
"023-Irigoyen",12000
"701-ALTA RENTA PERON",97239
"042-San Justo",38683
"265-Allen",24889
"278-Roca Centro",26991
"256-Cinco Saltos",3533
"278-Roca Centro",14114
"263-El Bolsón",33075
"329-Panamericana",43175
"255-Bariloche",24447
"292-Bariloche Onelli",30941
"255-Bariloche",34081
"256-Cinco Saltos",48309
"053-Bahia Blanca",32720
"312-Avenida Callao",24013
"041-Munro",19926
"220-Gral. Roca",9772
"200-Congreso",14191
"292-Bariloche Onelli",54546
"024-P. Centenario",29259
"070-Cordoba",24324
"294-Sierra Grande",43938
"147-Cabildo",104179
"292-Bariloche Onelli",16881
"299-Viedma Centro",17553
"311-Almagro",31498
"250-Viedma",5544
"212-Neuquen",33029
"250-Viedma",33461
"259-General Conesa",37777
"225-San Luis",52567
"255-Bariloche",88490
"250-Viedma",30283
"312-Avenida Callao",36783
"255-Bariloche",26714
"255-Bariloche",50003
"080-Rosario",11365
"043-Tigre",36869
"292-Bariloche Onelli",34133
"221-La Rioja",29882
"362-RAWSON",157476
"024-P. Centenario",1334
"253-Villa Regina",8968
"292-Bariloche Onelli",37749
"255-Bariloche",17327
"261-Ing. Jacobacci",30645
"278-Roca Centro",33047
"208-Resistencia",36954
"284-Sgo del Estero",48144
"224-Catamarca",18192
"010-Casa Central",18628
"229-Trelew",50328
"315-Barracas",11943
"290-Mar del Plata Pu",32316
"250-Viedma",37959
"299-Viedma Centro",14434
"250-Viedma",16148
"251-Cipolletti",12758
"251-Cipolletti",9951
"253-Villa Regina",25589
"282-Av. Fuerza Aerea",32739
"346-Salta Sur",4530
"303-Cipolletti Esmeralda",66904
"311-Almagro",17336
"255-Bariloche",27724
"230-Ushuaia",11201
"227-Jujuy",26614
"220-Gral. Roca",19778
"250-Viedma",46871
"103-Boedo",31506
"299-Viedma Centro",45921
"299-Viedma Centro",11926
"253-Villa Regina",13775
"253-Villa Regina",23116
"278-Roca Centro",49691
"292-Bariloche Onelli",31112
"323-Barrio Norte",21651
"261-Ing. Jacobacci",10654
"256-Cinco Saltos",21686
"263-El Bolsón",25698
"253-Villa Regina",33690
"301-Neuquen Sur",22835
"147-Cabildo",22680
"105-Tapiales",45194
"255-Bariloche",58406
"227-Jujuy",11582
"360-Orono",6300
"116-Olleros",1421
"112-Alvarez Jonte",28768
"250-Viedma",17823
"303-Cipolletti Esmeralda",67650
"294-Sierra Grande",7383
"117-Malabia",37750
"147-Cabildo",17610
"265-Allen",28242
"303-Cipolletti Esmeralda",29752
"303-Cipolletti Esmeralda",22020
"250-Viedma",16265
"299-Viedma Centro",17920
"218-Corrientes",16895
"104-Mataderos",29658
"146-Clinicas",104871
"265-Allen",107450
"080-Rosario",14857
"253-Villa Regina",24620
"335-Cerrito",57549
"299-Viedma Centro",39321
"147-Cabildo",38496
"299-Viedma Centro",32012
"312-Avenida Callao",53047
"253-Villa Regina",35229
"292-Bariloche Onelli",30354
"256-Cinco Saltos",25048
"221-La Rioja",82581
"253-Villa Regina",22722
"264-Choele Choel",19681
"357-Tres Arroyos",17718
"288-Puerto Madryn",8302
"250-Viedma",8102
"326-San Isidro",63702
"147-Cabildo",19096
"263-El Bolsón",12703
"701-ALTA RENTA PERON",66031
"220-Gral. Roca",18806
"376-Dep.Bridgestone Argentina",36200
"255-Bariloche",35416
"351-M del Plata-Luro",44933
"261-Ing. Jacobacci",29803
"227-Jujuy",40370
"291-Godoy Cruz",28378
"253-Villa Regina",14467
"250-Viedma",19201
"250-Viedma",29457
"253-Villa Regina",4610
"024-P. Centenario",15215
"251-Cipolletti",38267
"217-Cdoro Rivadavia",32858
"362-RAWSON",8406
"250-Viedma",46363
"147-Cabildo",15704
"376-Dep.Bridgestone Argentina",23884
"253-Villa Regina",64093
"263-El Bolsón",15475
"046-Avellaneda",29817
